feature,importance_mean,importance_std
tv,128.60505029838836,2.7930478657671753
radio,0.001550001881574059,0.0012425768047200374
influencer,0.0009417740757956983,0.0009999775277504254
social_media,-0.004011586951277612,0.0015546987491513009
